"NPP","NoUrut","kd_Mutasi","kd_Unit","kd_afd","kd_bud","kd_Jabatan","TMT","No_SK","tgl_sk","Jns_mutasi","NmPejabat","st_tinggal","UserId","tglinput",
"01051280041366","001","P","13","30","02","060320129","01-05-2012 00:00:00","KEP/III.1/309/V/2012","11-05-2012 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01048462022692","005","R","13","11","02","060524241","01-07-2002 00:00:00","SK/D.I/PUR/111/VII/2002","01-07-2002 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01048462022692","006","R","13","20","02","060210208","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078465023222","001","L","13","14","02","060524241","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01078465023222","002","R","13","14","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078563025606","001","L","13","14","02","060524241","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01078563025606","002","R","13","14","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078566025618","001","R","13","11","02","060523290","01-08-2003 00:00:00","SK/D.I/PUR/134/VII/2003","31-07-2003 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01051284041369","002","P","13","30","02","060309101","01-05-2012 00:00:00","KEP/III.1/309/V/2012","11-05-2012 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01057860025320","004","R","13","10","02","060523135","01-07-2008 00:00:00","SK/D.I/PUR/80/VI/2008","30-06-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01078566025618","002","R","13","14","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078566025621","001","L","13","14","02","060524241","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01078566025621","002","R","13","14","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01058464023055","001","L","13","11","02","060524140","01-01-2015 00:00:00","KEP/III.1/PUR/221/XI/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01058464023055","002","L","13","11","02","060523135","01-10-2009 00:00:00","SK/IV.1/PUR/174/IX/2009","14-09-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058464023055","003","R","13","11","02","060524140","01-07-2008 00:00:00","SK/D.I/PUR/80/VI/2008","30-06-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058464023055","004","R","13","11","02","060524241","01-08-2006 00:00:00","SK/D.I/PUR/78/VI/2006","28-07-2006 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058464023055","005","R","13","02","02","060404250","01-01-2004 00:00:00","SK/DI/103/XII/2003","31-01-2003 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01058464023055","006","R","13","02","02","060404250","01-01-2004 00:00:00","SK/DI/PUR/212/XII/2003","31-12-2003 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01118566026499","001","L","13","20","02","060210108","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01118566026499","002","R","13","11","02","060523135","01-04-2006 00:00:00","SK/DI/PUR/41/IV/2006","05-04-2006 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01058464023055","007","R","13","30","02","060320225","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01058465018073","001","L","13","12","02","060523100","01-01-2015 00:00:00","KEP/III.1/PUR/221/XI/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01058465018073","002","L","13","20","02","060210100","01-04-2014 00:00:00","KEP/III.1/PUR/36/IV/2014","24-04-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01118566026499","003","R","13","12","02","060523290","01-04-2001 00:00:00","SK/DI/PUR/82/III/2001","31-03-2001 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01118566026499","004","R","13","10","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01058465018073","003","L","13","14","02","060523100","01-02-2013 00:00:00","SK/III.1/PUR/23/II/2013","28-02-2013 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058465018073","004","R","13","14","02","060524100","01-02-2006 00:00:00","SK/D.I/PUR/17/I/2006","31-01-2006 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028564024879","001","R","13","12","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028564024879","002","R","13","12","02","060523290","01-07-2015 00:00:00","KEP/III.1/PUR/047/VI/2015","30-06-2015 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058567025283","001","R","13","12","02","060524241","01-04-2001 00:00:00","SK/III.I/PUR/85/IV/2001","28-03-2001 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058567025283","002","R","13","11","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01058567025283","003","R","13","12","02","060523290","01-07-2015 00:00:00","KEP/III.1/PUR/047/VI/2015","30-06-2015 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01017962017380","001","R","13","30","02","060321230","01-01-2004 00:00:00","SK/DI/103/XII/2003","31-01-2003 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01039070028794","004","L","14","12","02","060523100","01-11-2012 00:00:00","SK/III.1/TAL/23/XI/2","30-10-2012 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","003","L","14","12","02","060523100","01-11-2012 00:00:00","SK/III.1/XI/2012","30-10-2012 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","005","L","14","10","02","060523100","17-07-2010 00:00:00","SK/11/TAL/VII/2010","16-07-2010 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","006","L","14","14","02","060523100","01-04-2008 00:00:00","SK/DI/TAL/87/III/08","31-03-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","008","L","14","12","02","060523100","01-06-2007 00:00:00","SK/DI/TAL/130/VI/07","16-06-2007 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","011","L","14","11","02","060523135","01-12-2005 00:00:00","SK/DI/TAL/271/XI/05","30-11-2005 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01039070028794","012","L","14","10","02","060523135","01-01-2000 00:00:00","SK/D.I/14/06/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01039070028794","013","L","14","10","02","060523135","01-03-1990 00:00:00","SK/D.I/14/06/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01039070028794","015","L","13","14","02","060500015","01-11-2016 00:00:00","KEP/III.1/00/XI/2016","01-11-2016 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01108568026436","001","R","13","10","02","060523135","01-01-2009 00:00:00","SK/DI/PUR/152/XII/2008","28-12-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108568026436","002","R","13","10","02","060523135","01-11-2008 00:00:00","SK/D.I/PUR/134/XI/2008","01-11-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108568026436","003","R","13","02","02","060509103","01-01-2008 00:00:00","SK/D.I/PUR/02/I/2008","11-01-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108568026436","004","R","13","10","02","060509103","01-04-2006 00:00:00","SK/DI/PUR/41/IV/2006","05-04-2006 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01028567024908","001","P","13","10","02","060523100","01-08-2016 00:00:00","KEP/III.I/PUR/142/VIII/2016","01-08-2016 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028567024908","002","R","13","12","02","060524139","01-04-2006 00:00:00","SK/DI/PUR/41/IV/2006","05-04-2006 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01028567024908","003","R","13","12","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108568026436","005","R","13","10","02","060509203","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01109064029475","003","L","23","20","02","060212100","01-01-2005 00:00:00","SK/TER/497/XII/2004","28-12-2004 00:00:00","","ADSMINISTRATUR","","","01-01-1900 00:00:00",
"01109064029475","004","L","23","13","02","060523135","01-01-2003 00:00:00","SK/TER/06/I/2003","01-01-2003 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01109064029475","005","L","23","11","02","060524139","01-01-2000 00:00:00","SK/D.I/23/15/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108568026436","006","P","13","11","02","060523100","01-12-2016 00:00:00","KEP/III.1/229/XII/2016","30-11-2016 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01078568025632","001","L","13","10","02","060524140","01-05-2012 00:00:00","SK/IV.1/PUR/53/IV/2012","30-04-2012 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01078568025632","002","R","13","10","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"26059069028916","006","L","13","02","02","060400007","01-11-2016 00:00:00","KEP/III.1/00/XI/2016","01-11-2016 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01078568025632","003","P","13","10","02","060524100","01-12-2006 00:00:00","KEP/III.1/229/XII/2016","30-11-2016 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01109064029473","001","L","13","11","02","060500001","01-04-2014 00:00:00","KEP/III.1/PUR/36/IV/2014","24-04-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01109064029473","002","L","13","12","02","060500001","01-04-2014 00:00:00","KEP/III.1/PUR/107/VI/2016","03-06-2016 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01109064029473","002","P","13","12","02","060500002","01-10-2011 00:00:00","KEP/IV.1/1318/X/2011","18-10-2011 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01109064029473","01","P","13","12","02","060500004","01-04-2011 00:00:00","SK/IV.1/373/III/2011","30-03-2011 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01109064029473","005","L","13","12","02","060500011","01-11-2016 00:00:00","KEP/III.1/00/XI/2016","01-11-2016 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01078567025629","005","L","13","20","02","060211112","01-08-2010 00:00:00","SK/IV.1/PUR/097/VII/2010","31-07-2010 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01037960017650","004","L","13","12","02","060523290","01-03-1979 00:00:00","SK/D.I/13/109/III/1979","01-03-1979 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028567024905","004","R","13","12","02","060524140","01-07-2008 00:00:00","SK/D.I/PUR/80/VI/2008","30-06-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01018668026674","002","R","13","30","02","060319223","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01027860016048","004","R","13","10","02","060524241","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01077962018078","003","L","13","21","02","060210206","01-10-2009 00:00:00","SK/IV.1/PUR/174/IX/2009","14-09-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01048563025145","001","R","13","11","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078065020110","003","L","13","14","02","060524242","01-07-1980 00:00:00","SK/D.I/13/78/VII/1980","01-07-1980 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01048465022751","002","L","13","11","02","060509203","01-01-2011 00:00:00","SK/IV.1/PUR/119/XII/2010","31-12-2010 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108566026412","001","L","13","12","02","060523135","01-03-2015 00:00:00","KEP/III.1/PUR/014/II/2015","28-02-2015 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01048464022715","001","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01118563026492","001","L","13","10","02","060523290","01-01-2015 00:00:00","KEP/III.1/PUR/221B/XII/2014","31-12-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108563026370","001","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01058566025278","002","L","13","12","02","060523290","01-01-2015 00:00:00","KEP/III.1/PUR/221B/XII/2014","31-12-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01118563026492","002","R","13","21","02","060210207","01-03-2001 00:00:00","KEP/III.1/PUR/111/III/2001","01-03-2001 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058566025278","003","R","13","21","02","060210207","01-03-2001 00:00:00","SK/III.I/PUR/105/III/2000","01-03-2001 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058566025278","004","R","13","10","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108565026389","005","R","13","21","02","060210108","01-02-2009 00:00:00","SK/D.I/PUR/05/I/2009","31-01-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01118563026492","003","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108565026399","001","R","13","11","02","060524242","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01048464022734","002","R","13","02","02","060408259","01-04-2004 00:00:00","SK/DI/PUR/68 /IV/2004","07-04-2004 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108564026382","001","L","13","11","02","060509203","01-01-2015 00:00:00","KEP/III.1/PUR/221A/X/2014","31-12-2014 00:00:00","","ADMINISTRTUR","","","01-01-1900 00:00:00",
"01110671040755","002","P","13","10","02","060523290","01-11-2006 00:00:00","SK/DI/1006/XI/2006","01-11-2006 00:00:00","","DIREKTUR SDM","","","01-01-1900 00:00:00",
"01077861016640","001","L","13","14","02","060524241","01-01-2015 00:00:00","KEP/III.1/PUR/221/XI","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01048464022734","003","R","13","21","02","060210207","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01077861016640","03","L","13","12","02","060523290","01-07-2009 00:00:00","SK/IV.1/PUR/40/V/200","30-06-2009 00:00:00","","ADMINISTRASI","","","01-01-1900 00:00:00",
"01077861016640","004","R","13","14","02","060405253","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01077861016640","005","L","13","14","02","060523290","01-07-1978 00:00:00","SK/D.I/13/1035/VII/1978","15-06-1978 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01077861016640","006","R","13","02","02","060524241","01-02-2016 00:00:00","SB/III.1/3973/XII/2016","10-12-2015 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108565026392","05","P","13","20","02","060210106","01-03-2013 00:00:00","SK/III.1/PUR/20/II/2","28-02-2013 00:00:00","","ADMINISTRATUR","","MIGRASI","01-05-2015 01:49:58",
"06017859015994","009","L","13","30","02","060319223","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01108566026400","008","R","13","02","02","060509103","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01118566026502","001","R","13","11","02","060524242","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"02098560026335","002","R","13","20","02","060210104","01-05-2009 00:00:00","SK/IV.1/PUR/25/IV/2009","30-04-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"02098560026335","003","R","13","20","02","060210107","01-06-2008 00:00:00","SK/D.I/PUR/71/V/2008","31-05-2008 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01108567026426","002","L","13","14","02","060509103","01-10-2009 00:00:00","SK/IV.1/PUR/174/IX/2009","14-09-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108567026426","003","R","13","02","02","060509103","01-11-2008 00:00:00","SK/D.I/PUR/134/XI/2008","01-11-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108567026426","004","R","13","12","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01110671040758","001","P","13","10","02","060523290","01-11-2006 00:00:00","SK/DI/1006/XI/2006","01-11-2006 00:00:00","","DIREKTUR SDM","","","01-01-1900 00:00:00",
"02018464024719","001","L","13","21","02","060211113","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"02018464024719","002","L","13","21","02","060210108","01-06-2013 00:00:00","SK/III.1/PUR/056/V/2013","31-05-2013 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"02018464024719","003","L","13","21","02","060210106","28-03-2013 00:00:00","SK/III.1/PUR/35/III/2013","27-03-2013 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01078165020921","002","R","13","14","02","060524242","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"02017860015928","005","R","13","10","02","060524141","01-12-2004 00:00:00","SK/DI/PUR/230/XI/2004","30-11-2004 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01098566026305","004","R","13","14","02","060523290","01-02-2009 00:00:00","SK/D.I/PUR/05/I/2009","31-01-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01037960017650","001","L","13","02","02","060210206","01-02-2015 00:00:00","SB/III.1/4865/XII/2014","23-12-2014 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01010165035822","001","R","13","02","02","060404100","15-10-2005 00:00:00","SK/DI/PUR/113.A/X/2005","14-10-2005 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01118564026493","001","L","13","11","02","060523290","01-01-2015 00:00:00","KEP/III.1/PUR/221/XI/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01078062020104","002","L","13","14","02","060523290","01-07-1980 00:00:00","SK/D.I/13/108/VII/1980","01-07-1980 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01048465022745","002","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01051284041369","001","L","13","30","02","060320225","01-02-2014 00:00:00","SK/III.1/PUR/10/I/2014","30-01-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01058565025275","002","R","13","10","02","060523290","01-02-2009 00:00:00","SK/D.I/PUR/05/I/2009","31-01-2008 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108459023775","01","L","13","20","02","060210205","01-01-1900 00:00:00","","01-01-1900 00:00:00","","","","MIGRASI","01-05-2015 01:49:51",
"01108567026429","001","L","13","02","02","060408259","01-07-2014 00:00:00","KEP/III.1/PUR/143/VI/2014","30-06-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"02017860015928","001","L","13","02","02","060524143","01-12-2014 00:00:00","SB/III.1/3834/X2014","22-10-2014 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01058563025270","005","L","13","02","02","060408159","01-01-2011 00:00:00","SK/IV.1/PUR/119/XII/2010","31-12-2010 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01048461022686","001","L","13","21","02","060210207","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01078465023223","003","R","13","11","02","060524142","01-12-2004 00:00:00","SK/DI/PUR/230/XI/2004","30-11-2004 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01078562025527","012","R","13","11","02","060211199","01-04-1988 00:00:00","CII/PUR/45/1988","06-04-1988 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01048466022771","001","R","13","10","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078566025622","002","L","13","11","02","060523290","01-01-2015 00:00:00","KEP/III.1/PUR/221B/X/2014","31-12-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01108564026379","003","L","13","21","02","060210104","01-08-2014 00:00:00","KEP/III.1/PUR/077/VI/2014","04-08-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01078567025629","008","R","13","14","02","060523135","01-04-2006 00:00:00","SK/DI/PUR/41/IV/2006","05-04-2006 00:00:00","","ADM","","","01-01-1900 00:00:00",
"11128062020575","001","R","13","10","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028563024874","001","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028564024883","001","L","13","12","02","060509203","01-07-2014 00:00:00","KEP/III.1/PUR/143/VI/2014","30-06-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028564024883","002","R","13","12","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028568024909","001","L","13","30","02","060319123","01-01-2015 00:00:00","KEP/III.1/PUR/221B/XII/2014","31-12-2014 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028568024909","002","L","13","30","02","060319123","01-05-2012 00:00:00","SK/IV.1/PUR/53/IV/20012","30-04-2012 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028568024909","003","R","13","30","02","060319223","15-10-2005 00:00:00","SK/DI/PUR/113.A/X/2005","14-10-2005 00:00:00","","ADM","","","01-01-1900 00:00:00",
"01028568024909","004","R","13","02","02","060404150","15-10-2003 00:00:00","SK/DI/PUR/171/X/2003","11-10-2003 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01028568024909","005","R","13","30","02","060319223","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01048464022725","001","R","13","11","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"02098560026335","004","R","13","20","02","060210207","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"13108566026456","001","L","13","30","02","060300100","01-01-2015 00:00:00","KEP/III.1/25/I/2015","22-01-2015 00:00:00","","DIREKSI","","","01-01-1900 00:00:00",
"01028561024861","001","R","13","12","02","060524239","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01028561024861","002","R","13","02","02","060524239","01-10-2015 00:00:00","SB/III.1/2950/VIII/2015","28-08-2015 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"02017861015939","001","R","13","12","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"02017861015939","002","L","13","02","02","060523290","01-10-2015 00:00:00","SB/III.1/2950/VIII/2015","28-08-2015 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"08018161020706","001","L","13","21","02","060210207","01-01-2010 00:00:00","SK/IV.1/PUR/103/XII/2009","31-12-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"08018161020706","002","R","13","21","02","060404250","01-08-2001 00:00:00","SK/IV.1/PUR/116/VII/2001","31-07-2001 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"08018161020706","003","R","13","20","02","060404250","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"08018161020706","004","L","13","02","02","060210207","01-10-2015 00:00:00","SB/III.1/2950/VIII/2015","28-08-2015 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01077960018069","002","L","13","11","02","060524141","01-01-2015 00:00:00","KEP/III.1/PUR/221/XII/2014","31-12-2014 00:00:00","","ADMNISTRATUR","","","01-01-1900 00:00:00",
"01077960018069","003","L","13","11","02","060524241","01-01-2015 00:00:00","KEP/III.1/PUR/221A/XII/2014","31-12-2014 00:00:00","","ADMINISTRTUR","","","01-01-1900 00:00:00",
"01077960018069","004","L","13","11","02","060523290","01-11-2009 00:00:00","SK/IV.1/PUR/83/X/2009","31-10-2009 00:00:00","","ADMINISTRATUR","","","01-01-1900 00:00:00",
"01077960018069","005","R","13","11","02","060523290","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
"01078164020892","001","R","13","14","02","060524240","01-01-2000 00:00:00","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","","Direktur SDM","","","01-01-1900 00:00:00",
