"NPP","NoUrut","St_Pegawai","Golongan","MK","TMT","JnsKenaikan","NoSK","TglSK","NmPejabat","UserId","tglinput",
"01078164020917","10","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077660013823","07","KB","03","07","01-07-2005 00:00:00","1","SK/DI/994/IX/2005","16-09-2005 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:25",
"01078568025635","04","KB","01","02","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01018063018660","23","KB","06","03","01-01-2006 00:00:00","0","SK/DI/280/III/2006-R","22-04-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01108563026370","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01028567024906","001","KB","03","01","01-01-2014 00:00:00","2","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077560012083","015","KB","03","00","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01048466022779","007","KB","01","08","01-01-2006 00:00:00","0","SK/D.I/280/III/2006","22-03-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028565024889","005","KB","01","12","01-01-2009 00:00:00","0","SK/IV.1/474/VI/2009","15-06-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01058562025268","13","KB","02","04","01-01-2011 00:00:00","0","KEP/IV.1/455/IV/2011","20-04-2011 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01058567025280","06","KB","01","07","01-07-2004 00:00:00","0","SK/DI/908C/X/2004","20-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028561024859","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/2006-B","29-08-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","10","KB","05","01","01-07-2005 00:00:00","2","SK/DI/994/IX/2005","16-09-2005 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","10","KB","02","00","01-07-2008 00:00:00","2","SK/D.I/1032/XI/2008","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","09","KB","01","15","01-07-2007 00:00:00","1","SK/D.I/1084/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028561024859","07","KB","01","08","01-07-2005 00:00:00","0","SK/DI/994A/IX/2005","16-09-2005 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","09","KB","04","06","01-07-2004 00:00:00","1","SK/DI/908/X/2004","20-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760015007","04","KB","01","06","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048462022691","11","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:43",
"01028561024859","06","KB","01","07","01-07-2004 00:00:00","0","SK/DI/908B/X/2004","22-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","08","KB","01","13","01-07-2006 00:00:00","1","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760015007","03","KB","01","05","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"01028567024907","06","KB","01","07","01-07-2004 00:00:00","0","SK/D.I/908A/X/2004","20-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","07","KB","01","11","01-01-2006 00:00:00","0","SK/DI/280/III/2006-R","22-04-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028561024859","010","KB","01","06","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"01048464022735","06","KB","01","10","01-01-2005 00:00:00","1","SK/DI/291/III/2005","22-03-2005 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028567024907","010","KB","01","06","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028567024907","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760015007","013","KB","01","04","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01028567024907","012","KB","01","04","01-07-2001 00:00:00","0","SK/D1/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028561024859","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"01028561024859","012","KB","01","04","01-07-2001 00:00:00","0","SK/DI/713/VII/2001","24-07-2001 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"14047660013556","08","KB","04","04","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028561024859","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01048464022735","05","KB","01","08","01-01-2004 00:00:00","1","SK/DI/194/III/2004","15-03-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","013","KB","04","03","01-07-2002 00:00:00","1","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","014","KB","04","01","01-07-2001 00:00:00","2","SK/DI/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","04","KB","01","07","01-01-2003 00:00:00","1","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","03","KB","01","05","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"14047660013556","015","KB","03","06","01-07-2000 00:00:00","1","SK/DI/1163/IX/2000","25-09-2000 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","016","KB","03","04","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"14047660013556","017","KB","02","04","01-07-1999 00:00:00","1","SK/DI/940/VII/1999","04-07-1999 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","018","KB","01","00","14-04-1976 00:00:00","9","SK/DI/940/VII/1976","01-01-1976 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"14047660013556","019","KB","02","00","01-07-1998 00:00:00","3","SK/DI/940/VII/1998","01-07-1998 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","015","KB","01","04","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01037960017650","08","KB","01","09","01-01-2007 00:00:00","0","SK/DI/266/III/2007","12-03-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","001","KB","01","15","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","002","KB","01","14","01-01-2013 00:00:00","0","KEP/III.1/192/IV/2013","02-04-2013 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022759","001","KB","01","15","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","003","KB","01","13","01-01-2012 00:00:00","0","KEP/IV.1/76/II/2012","21-02-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","004","KB","01","12","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022737","001","KB","02","02","01-01-2014 00:00:00","1","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022759","002","KB","01","14","01-01-2013 00:00:00","0","KEP/III.1/192/IV/2013","02-04-2013 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048466022769","001","KB","01","15","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","005","KB","01","11","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022759","003","KB","01","13","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048463022704","006","KB","01","10","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022737","003","KB","01","14","01-01-2012 00:00:00","0","KEP/IV.1/76/II/2012","21-02-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022759","10","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022737","10","KB","01","13","01-01-2010 00:00:00","0","SK/IV.I/221/III/2010","24-03-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01037960017650","07","KB","01","08","01-01-2006 00:00:00","0","SK/D.I/280/III/2006","22-03-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01108562026367","10","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048464022735","11","KB","02","02","01-07-2009 00:00:00","1","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022759","09","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078560025597","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01018668026674","03","KB","01","01","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","MIGRASI","01-05-2015 01:55:12",
"01078560025597","012","KB","01","04","01-07-2001 00:00:00","0","SK/D1/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01051277041371","001","KB","01","04","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078560025597","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01027860016077","10","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01051277041371","002","KB","01","03","01-05-2012 00:00:00","9","KEP/III.1/309/V/2012","11-05-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028560024858","001","KB","03","04","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048060022749","002","KB","01","14","01-01-2013 00:00:00","0","KEP/III.1/192/IV/2013","02-04-2013 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01028560024858","002","KB","03","03","01-01-2013 00:00:00","2","KEP/III.1/192/IV/2013","02-04-2013 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01027860016077","09","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048060022749","003","KB","01","13","01-01-2011 00:00:00","0","KEP/IV.1/455/IV/2011","20-04-2011 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01027860016077","08","KB","01","10","01-07-2007 00:00:00","0","SK/D.I/1084A/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01027860016077","07","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018065","12","KB","01","13","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048060022749","10","KB","01","12","01-01-2010 00:00:00","0","SK/IV.I/221/III/2010","24-03-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01018565024341","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01018565024341","012","KB","01","04","01-07-2001 00:00:00","0","SK/DI/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01058567025281","05","KB","01","07","01-01-2004 00:00:00","0","SK/DI/194/III/2004","15-03-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022745","011","KB","01","04","01-07-2001 00:00:00","0","SK/D1/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01058567025281","04","KB","01","06","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022745","012","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01018565024341","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01077760004580","06","KB","02","04","01-07-2004 00:00:00","0","SK/DI/908/X/2004","20-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078466023231","010","KB","01","06","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078466023231","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078466023231","012","KB","01","04","01-07-2001 00:00:00","0","SK/D1/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078466023231","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01077760004580","010","KB","02","03","01-07-2003 00:00:00","1","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078464023212","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01077760004580","011","KB","02","01","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","002","KB","01","14","01-01-2012 00:00:00","0","KEP/IV.1/76/II/2012","21-02-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","12","KB","01","13","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","11","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078465023217","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01077960018069","10","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","09","KB","01","10","01-07-2007 00:00:00","0","SK/D.I/1084A/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078465023221","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01077960018069","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078465023224","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01077960018069","06","KB","01","07","01-07-2004 00:00:00","0","SK/DI/908C/X/2004","20-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760004580","012","KB","02","00","01-07-2001 00:00:00","2","SK/D.I/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078466023228","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01077960018069","010","KB","01","06","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760004580","013","KB","01","11","01-07-2000 00:00:00","0","SK/D.I/1163/IX/2000","25-09-2000 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077760004580","014","KB","01","10","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","011","KB","01","05","01-07-2002 00:00:00","0","SK/DI/628/VII/2002","24-07-2002 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","012","KB","01","04","01-07-2001 00:00:00","0","SK/D.I/713/VII/2001","24-07-2001 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01077960018069","013","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01078466023232","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078467023234","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078467023235","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078562025599","001","KB","01","15","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022748","001","KB","01","15","01-01-2014 00:00:00","0","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022748","002","KB","01","14","01-01-2012 00:00:00","0","KEP/IV.1/76/II/2012","21-02-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025599","002","KB","01","14","01-01-2012 00:00:00","0","KEP/IV.1/76/II/2012","21-02-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025599","12","KB","01","13","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025600","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078562025602","08","KB","03","08","01-07-2006 00:00:00","1","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01048465022748","12","KB","01","13","01-07-2010 00:00:00","0","SK/IV.1/1081/X/2010","28-10-2010 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078161020908","09","KB","01","10","01-07-2007 00:00:00","0","SK/D.I/1084A/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025599","11","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025599","10","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022748","11","KB","01","12","01-07-2009 00:00:00","0","SK/IV.1/889/X/2009","26-10-2009 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078565025612","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078565025613","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078565025614","06","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-09-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078566025617","08","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","MIGRASI","01-05-2015 01:55:30",
"01078161020908","07","KB","01","08","01-07-2005 00:00:00","0","SK/DI/994A/IX/2005","16-09-2005 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01048465022748","10","KB","01","11","01-07-2008 00:00:00","0","SK/D.I/1032/XI/2008-","06-11-2008 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078562025599","09","KB","01","10","01-07-2007 00:00:00","0","SK/D.I/1084A/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078161020908","010","KB","01","06","01-07-2003 00:00:00","0","SK/DI/634/VII/2003","23-07-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078568025635","03","KB","01","01","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"01117760015411","08","KB","01","10","01-07-2007 00:00:00","0","SK/D.I/1084A/X/2007","05-10-2007 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078268021468","04","KB","01","06","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078268021468","011","KB","01","05","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"17117558012754","04","KB","01","05","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"17117558012754","03","KB","01","04","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"17117558012754","015","KB","01","03","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01078268021468","012","KB","01","04","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","DIREKDI/SDM","","01-01-1900 00:00:00",
"01078268021468","013","KB","01","04","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01078568025635","013","KB","01","00","01-01-2000 00:00:00","7","SK/D.I/13/05/VI/2000","01-06-2000 00:00:00","Direktur SDM","","01-01-1900 00:00:00",
"01117760015411","07","KB","01","09","01-07-2006 00:00:00","0","SK/D.I/800/VIII/2006","29-08-2006 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01117760015411","06","KB","01","08","01-07-2005 00:00:00","0","SK/DI/994A/IX/2005","16-09-2005 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01117760015411","009","KB","01","07","01-07-2004 00:00:00","0","SK/DI/908B/X/2004","21-10-2004 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01051278041368","001","KB","01","06","01-01-2014 00:00:00","1","KEP/III.1/179/IV/2014","16-04-2014 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01078363021785","04","KB","01","06","01-01-2003 00:00:00","0","SD/DI/021/I/2003","17-01-2003 00:00:00","DIREKSI","","01-01-1900 00:00:00",
"01128565026627","04","KB","04","03","01-01-2002 00:00:00","0","SK/DI/133/II/2002","28-02-2002 00:00:00","DIREKDI/SDM","MIGRASI","01-05-2015 01:55:13",
"01051278041368","002","KB","01","04","01-05-2012 00:00:00","9","KEP/III.1/309/V/2012","11-05-2012 00:00:00","DIREKSI","","01-01-1900 00:00:00",
