"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","KMK","NoBOM",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202140","0","-6,03961325396085E-14","False","","0,0479232119978406","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202202","0","60,5","False","","6831539","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202216","0","158,1","False","","17262576,2136219","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202227","0","-0,000499999999999944","False","","-0,169439951132517","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202247","0","1000","False","","4338788","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202250","0","0","False","","0,386458333581686","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202259","0","3,60000000000001","False","","650694,431730869","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202265","0","410,9995","False","","58682746,3652921","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202284","0","80","False","","4000000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202299","0","3","False","","11925","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202302","0","0,149999999999999","False","","23848,3643174181","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202303","0","370,1","False","","95821859,0259496","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202304","0","250","False","","20963172,5","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202306","0","-1,77635683940025E-15","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202307","0","2","False","","220000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202324","0","1,58000000000001","False","","286177,27701031","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202334","0","5","False","","39075,3905272698","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202346","0","101,2","False","","17476733,9930633","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202357","0","835","False","","113142500","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00202914","0","20","False","","1050000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00220002","0","32,4","False","","2151210,28197189","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00220003","0","0","False","","9,31322574615479E-10","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00220005","0","164","False","","11644000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301002","0","6121","False","","60129208,1616143","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301003","0","467,9","False","","4177396,96065112","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301007","0","4,61852778244065E-14","False","","-0,187261982980999","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301013","0","4600","False","","5014000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301021","0","956","False","","239428825,967364","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301026","0","-1,13686837721616E-13","False","","0,467295721173286","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301027","0","342,33","False","","27386400","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00301030","0","0","False","","-0,414385820040479","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302001","0","87","False","","2148900","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302002","0","59","False","","1548750","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302003","0","1242,92","False","","53694632,8630503","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302004","0","268","False","","6813546,13494353","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302006","0","0","False","","0,279819981195033","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302009","0","15","False","","462000","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302010","0","-1,33226762955019E-15","False","","-2,03726813197136E-10","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302011","0","1","False","","28700","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302013","0","0","False","","-0,0782330785878003","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302106","0","44","False","","1562440","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302131","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302180","0","8,88178419700125E-16","False","","1,85100361704826E-08","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00302197","0","67886","False","","115533285,938208","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00400243","0","0","False","","0,333333333372138","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00400246","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00400264","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00400738","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00500277","0","90","False","","1544400","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00500356","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","00500363","0","0","False","","0","","","0","","","","13-04-2019 09:43:58","TUTUP_BUKU","","01","",
"15","01-04-2019 00:00:00","14:51:44","A58201904-00001","A58201904-V00001","01-04-2019 00:00:00","00001","TEKNIK","","30","02","001","00301002","40","40","False","","392937,154059794","200030000","D1819QI","0","","","BBM KEND PENUMPANG","12-04-2019 00:00:00","a_suryadi","","01","",
"15","01-04-2019 00:00:00","14:51:44","A58201904-00001","A58201904-V00001","01-04-2019 00:00:00","00001","TEKNIK","","30","02","002","00301002","20","20","False","","196468,577029897","200030000","D1124AA","0","","","BBM KEND PENUMPANG","12-04-2019 00:00:00","a_suryadi","","01","",
