"kodeunit","kdtrans","tanggal","noinput","nourut","nomor","pengemudi","pembantu","namapemakai","kdafd","kdbud","asal","tujuan","waktukeluar","waktumasuk","kmawal","kmakhir","jmlkm","jmlfisik","norek","nilai","netral","tglmasuk","jmljam","kdblok","thntnm","krbb","UserID","TglInput","KMK",
"71","EAPSBL","01-11-2017 00:00:00","","001","D8850EY","","","","","","","","","","0","0","42655","0","201020000","3526188","","01-01-1900 00:00:00","8147500540874","","","201","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D8108DQ","","","","","","","","","","0","0","16780","0","201100000","31500000","","01-01-1900 00:00:00","36741599574750","","","201","Closing","02-11-2017 18:44:53","",
"71","EAPASBL","01-11-2017 00:00:00","","001","D1257ABU","","","","","","","","","","0","0","11400","0","200100000","14800000","","01-01-1900 00:00:00","0","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPASBL","01-11-2017 00:00:00","","001","D8502DT","","","","","","","","","","0","0","30000","0","201100000","26500000","","01-01-1900 00:00:00","0","","","201","Closing","02-11-2017 18:44:53","",
"71","EAPBI","01-11-2017 00:00:00","EAP201711-00001","019","D8850EY","DIDIN SUPENDI","","ANGKT LATEK","13","00","","AFD,IV DINEWATI","09","15","58149","58329","180","0","608060000","0","0000","01-11-2017 00:00:00","6","","","201","guswanda","06-11-2017 14:25:46","",
"71","EAPBI","01-11-2017 00:00:00","EAP201711-00001","020","D8851EY","HENDI SUHENDI","","ANGKT LATEK","12","00","","AFD,III TGL DATAR","11","13","65563","65623","60","0","602140100","0","","01-11-2017 00:00:00","2","","","201","guswanda","06-11-2017 14:25:46","",
"71","EAPBI","01-11-2017 00:00:00","EAP201711-00001","021","D8851EY","HENDI SUHENDI","","ANGKT LATEK","12","00","","AFD,III TGL PNJANG","13","15","65623","65683","60","0","602140100","0","","01-11-2017 00:00:00","2","","","201","guswanda","06-11-2017 14:25:46","",
"71","EAPBI","01-11-2017 00:00:00","EAP201711-00001","018","D8478DI","HERI IRAWAN","","ANGKT PETI PISANG","14","31","","NEWU","07","14","380188","380308","120","0","602140100","0","","01-11-2017 00:00:00","7","","","201","guswanda","06-11-2017 14:25:46","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D1257ABU","","","","","","","","","","0","0","39184","0","200010000","25654938","","01-01-1900 00:00:00","51547555856846","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D1842QA","","","","","","","","","","0","0","52803","0","200010000","16673225","","01-01-1900 00:00:00","5408259482874","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D816PN","","","","","","","","","","0","0","35729","0","200010000","16076448","","01-01-1900 00:00:00","586252024882","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","F1148UL","","","","","","","","","","0","0","27332","0","200010000","11977453","","01-01-1900 00:00:00","24620426253","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D1257ABU","","","","","","","","","","0","0","39184","0","200020000","4191000","","01-01-1900 00:00:00","25773777928423","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D1842QA","","","","","","","","","","0","0","52803","0","200020000","3572544","","01-01-1900 00:00:00","2704129741437","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D816PN","","","","","","","","","","0","0","35729","0","200020000","656688","","01-01-1900 00:00:00","293126012441","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","F1148UL","","","","","","","","","","0","0","27332","0","200020000","161688","","01-01-1900 00:00:00","24620426253","","","200","Closing","02-11-2017 18:44:53","",
"71","EAPSBL","01-11-2017 00:00:00","","001","D1257ABU","","","","","","","","","","0","0","39184","4556,35","200030000","35340106,7874926","","01-01-1900 00:00:00","51547555856846","","","200","Closing","02-11-2017 18:44:53","",
