"kodeunit","kdtrans","tanggal","noinput","nourut","nomor","pengemudi","pembantu","namapemakai","kdafd","kdbud","asal","tujuan","waktukeluar","waktumasuk","kmawal","kmakhir","jmlkm","jmlfisik","norek","nilai","netral","tglmasuk","jmljam","kdblok","thntnm","krbb","UserID","TglInput","KMK",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200010000","17731528","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200010000","17007393","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200020000","2311500","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200020000","980000","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","4085","200030000","42748762,7084692","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","4177,9","200030000","43592520,8608622","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200090000","1519000","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200090000","508390","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200100000","57272724","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200100000","90000000","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200190104","1402833,224","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200190104","1257762,224","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200190105","277263","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200190105","233970","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D1340QM","","","","","","","","","","0","0","25578","0","200190111","4806000","","01/01/1900 0:00:00","975642497712","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8582FF","","","","","","","","","","0","0","34196","0","200190111","4248000","","01/01/1900 0:00:00","304784804000","","","200","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","BOLERO 2","","","","","","","","","","0","0","41804","0","201010000","16111307","","01/01/1900 0:00:00","97137919936","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","BOLERO 3","","","","","","","","","","0","0","37838","0","201010000","16006919","","01/01/1900 0:00:00","20350417440","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8353DI","","","","","","","","","","0","0","0","0","201010000","-561206,517241379","","01/01/1900 0:00:00","0","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8358DI","","","","","","","","","","0","0","0","0","201010000","-561206,517241379","","01/01/1900 0:00:00","0","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8487DI","","","","","","","","","","0","0","37468","0","201010000","15287076","","01/01/1900 0:00:00","117932312240","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8782FF","","","","","","","","","","0","0","0","0","201010000","-1493349","","01/01/1900 0:00:00","0","","","201","Closing","02/10/2020 16:11:13","",
"65","EAPSBL","01/10/2020 0:00:00","","001","D8783FF","","","","","","","","","","0","0","0","0","201010000","-1568817","","01/01/1900 0:00:00","0","","","201","Closing","02/10/2020 16:11:13","",
